text,created_at,score
For those that naively ask why didn’t the Republicans get approval to build the Wall over the last year it is because IN THE SENATE WE NEED 10 DEMOCRAT VOTES and they will gives us “NONE” for Border Security Now we have to do it the hard way with a Shutdown Too bad FoxNews,2018-12-29,526.2824843046443
President and Mrs Obama builthas a ten foot Wall around their DC mansioncompound I agree totally necessary for their safety and security The US needs the same thing slightly larger version,2018-12-30,351.5690853573993
HAPPY NEW YEAR ,2018-12-31,48.66159378615241
Congratulations to President JairBolsonaro who just made a great inauguration speech  the USA is with you,2019-01-01,194.81659741864414
Here we go with Mitt Romney but so fast Question will be is he a Flake  I hope not Would much prefer that Mitt focus on Border Security and so many other things where he can be helpful I won big and he didn’t He should be happy for all Republicans Be a TEAM player amp WIN,2019-01-02,580.7653693484988
Sadly there can be no REAL Border Security without the Wall,2019-01-03,107.01320218033017
How do you impeach a president who has won perhaps the greatest election of all time done nothing wrong no Collusion with Russia it was the Dems that Colluded had the most successful first two years of any president and is the most popular Republican in party history 93,2019-01-04,488.71908011684894
The Democrats want Billions of Dollars for Foreign Aid but they don’t want to spend a small fraction of that number on properly securing our Border Figure that one out,2019-01-05,281.1792452144304
Our GREAT MILITARY has delivered justice for the heroes lost and wounded in the cowardly attack on the USS Cole We have just killed the leader of that attack Jamal alBadawi Our work against al Qaeda continues We will never stop in our fight against Radical Islamic Terrorism,2019-01-06,478.7156307809372
I am pleased to inform you that I will Address the Nation on the Humanitarian and National Security crisis on our Southern Border Tuesday night at 900 PM Eastern,2019-01-07,292.0649041463649
Endless Wars especially those which are fought out of judgement mistakes that were made many years ago amp those where we are getting little financial or military help from the rich countries that so greatly benefit from what we are doing will eventually come to a glorious end,2019-01-08,439.77750367868157
Just left a meeting with Chuck and Nancy a total waste of time I asked what is going to happen in 30 days if I quickly open things up are you going to approve Border Security which includes a Wall or Steel Barrier Nancy said NO I said byebye nothing else works,2019-01-09,495.75322783290125
MAKE AMERICA GREAT AGAIN,2019-01-10,52.09762413115639
Dear Diary ,2019-01-11,40.459048446414826
I do have a plan on the Shutdown But to understand that plan you would have to understand the fact that I won the election and I promised safety and security for the American people Part of that promise was a Wall at the Southern Border Elections have consequences,2019-01-12,446.8396055025174
Wish I could share with everyone the beauty and majesty of being in the White House and looking outside at the snow filled lawns and Rose Garden Really is something  SPECIAL COUNTRY SPECIAL PLACE,2019-01-13,358.8503036826666
I am doing exactly what I pledged to do and what I was elected to do by the citizens of our great Country Just as I promised I am fighting for YOU,2019-01-14,327.45690661931627
Why is Nancy Pelosi getting paid when people who are working are not,2019-01-15,149.2960197472115
There are now 77 major or significant Walls built around the world with 45 countries planning or building Walls Over 800 miles of Walls have been built in Europe since only 2015 They have all been recognized as close to 100 successful Stop the crime at our Southern Border,2019-01-16,458.17969062118794
The Left has become totally unhinged They no longer care what is Right for our Countrty,2019-01-17,182.03920587128172
I will be making a major announcement concerning the Humanitarian Crisis on our Southern Border and the Shutdown tomorrow afternoon at 3 PM live from the WhiteHouse,2019-01-18,298.0926504686478
Fake News is truly the ENEMY OF THE PEOPLE,2019-01-19,101.08089856022265
Nancy Pelosi has behaved so irrationally amp has gone so far to the left that she has now officially become a Radical Democrat She is so petrified of the “lefties” in her party that she has lost controlAnd by the way clean up the streets in San Francisco they are disgusting,2019-01-20,499.6071692116096
To all of the great people who are working so hard for your Country and not getting paid I say THANK YOU  YOU ARE GREAT PATRIOTS We must now work together after decades of abuse to finally fix the Humanitarian Criminal amp Drug Crisis at our Border WE WILL WIN BIG,2019-01-21,509.2080111027293
The reason Sarah Sanders does not go to the “podium” much anymore is that the press covers her so rudely amp inaccurately in particular certain members of the press I told her not to bother the word gets out anyway Most will never cover us fairly amp hence the term Fake News,2019-01-22,480.19178302990156
The citizens of Venezuela have suffered for too long at the hands of the illegitimate Maduro regime Today I have officially recognized the President of the Venezuelan National Assembly Juan Guaido as the Interim President of Venezuela ,2019-01-23,381.5854278101514
Nancy just said she “just doesn’t understand why” Very simply without a Wall it all doesn’t work Our Country has a chance to greatly reduce Crime Human Trafficking Gangs and Drugs Should have been done for decades We will not Cave,2019-01-24,394.5075819208733
Greatest Witch Hunt in the History of our Country NO COLLUSION Border Coyotes Drug Dealers and Human Traffickers are treated better Who alerted CNN to be there,2019-01-25,267.9345069523772
I wish people would read or listen to my words on the Border Wall This was in no way a concession It was taking care of millions of people who were getting badly hurt by the Shutdown with the understanding that in 21 days if no deal is done it’s off to the races,2019-01-26,535.9753642032805
We are not even into February and the cost of illegal immigration so far this year is 18959495168 Cost Friday was 603331392 There are at least 25772342 illegal aliens not the 11000000 that have been reported for years in our Country So ridiculous DHS,2019-01-27,514.4895099960912
Numerous states introducing Bible Literacy classes giving students the option of studying the Bible Starting to make a turn back Great,2019-01-28,196.02648106951045
In the beautiful Midwest windchill temperatures are reaching minus 60 degrees the coldest ever recorded In coming days expected to get even colder People can’t last outside even for minutes What the hell is going on with Global Waming Please come back fast we need you,2019-01-29,463.1647751636461
Dow just broke 25000 Tremendous news,2019-01-30,77.5708613160584
Democrats are becoming the Party of late term abortion high taxes Open Borders and Crime,2019-01-31,149.46868055261984
Our great US Border Patrol Agents made the biggest Fentanyl bust in our Country’s history Thanks as always for a job well done,2019-02-01,251.59718977873007
Great morning at Trump National Golf Club in Jupiter Florida with JackNicklaus and TigerWoods ,2019-02-02,170.07016422222182
Democrat Governor Ralph Northam of Virginia just stated “I believe that I am not either of the people in that photo” This was 24 hours after apologizing for appearing in the picture and after making the most horrible statement on “super” late term abortion Unforgivable,2019-02-03,459.3276363156261
I am pleased to announce that David Bernhardt Acting Secretary of the Interior will be nominated as Secretary of the Interior David has done a fantastic job from the day he arrived and we look forward to having his nomination officially confirmed,2019-02-04,428.4632788444273
I see Schumer is already criticizing my State of the Union speech even though he hasn’t seen it yet He’s just upset that he didn’t win the Senate after spending a fortune like he thought he would Too bad we weren’t given more credit for the Senate win by the media,2019-02-05,510.43562755841947
SOTU,2019-02-06,38.97212709430455
So now Congressman Adam Schiff announces after having found zero Russian Collusion that he is going to be looking at every aspect of my life both financial and personal even though there is no reason to be doing so Never happened before Unlimited Presidential Harassment,2019-02-07,438.3884774444722
So nice how well my State of the Union speech was received Thank you to all,2019-02-08,170.2940399083874
Today Elizabeth Warren sometimes referred to by me as Pocahontas joined the race for President Will she run as our first Native American presidential candidate or has she decided that after 32 years this is not playing so well anymore See you on the campaign TRAIL Liz,2019-02-09,484.8171390900179
Well it happened again Amy Klobuchar announced that she is running for President talking proudly of fighting global warming while standing in a virtual blizzard of snow ice and freezing temperatures Bad timing By the end of her speech she looked like a Snowmanwoman,2019-02-10,468.6597694254941
No president ever worked harder than me cleaning up the mess I inherited,2019-02-11,131.3790830132563
We are fighting for all Americans from all backgrounds of every age race religion birthplace color amp creed Our agenda is NOT a partisan agenda – it is the mainstream common sense agenda of the American People Thank you El Paso Texas  I love you ,2019-02-12,407.5510474266294
I want to thank all Republicans for the work you have done in dealing with the Radical Left on Border Security Not an easy task but the Wall is being built and will be a great achievement and contributor toward life and safety within our Country,2019-02-13,443.2314892567544
California has been forced to cancel the massive bullet train project after having spent and wasted many billions of dollars They owe the Federal Government three and a half billion dollars We want that money back now Whole project is a “green” disaster,2019-02-14,415.46333791125403
“Trying to use the 25th Amendment to try and circumvent the Election is a despicable act of unconstitutional power grabbingwhich happens in third world countries You have to obey the law This is an attack on our system amp Constitution” Alan Dershowitz TuckerCarlson,2019-02-15,470.3678401760349
BUILDING THE WALL,2019-02-17,41.6167650997591
I ask every member of the Maduro regime End this nightmare of poverty hunger and death LET YOUR PEOPLE GO Set your country free Now is the time for all Venezuelan Patriots to act together as one united people Nothing could be better for the future of Venezuela,2019-02-18,490.75779545008714
Amazing ,2019-02-19,28.728354098121823
We have just built this powerful Wall in New Mexico Completed on January 30 2019 – 47 days ahead of schedule Many miles more now under construction FinishTheWall ,2019-02-20,260.54172112432025
JussieSmollett  what about MAGA and the tens of millions of people you insulted with your racist and dangerous comments MAGA,2019-02-21,252.1679822167027
Highly respected Senator Richard Burr head of Senate Intelligence said after interviewing over 200 witnesses and studying over 2 million pages of documents “WE HAVE FOUND NO COLLUSION BETWEEN THE TRUMP CAMPAIGN AND RUSSIA” The Witch Hunt so bad for our Country must end,2019-02-22,402.1832349486992
God Bless the people of Venezuela,2019-02-23,80.61587873367255
HOLD THE DATE We will be having one of the biggest gatherings in the history of Washington DC on July 4th It will be called “A Salute To America” and will be held at the Lincoln Memorial Major fireworks display entertainment and an address by your favorite President me,2019-02-24,463.4406667771737
It is my honor today to announce that Danny Burch a United States citizen who has been held hostage in Yemen for 18 months has been recovered and reunited with his wife and children I appreciate the support of the United Arab Emirates in bringing Danny home,2019-02-25,483.956564021551
Senate Democrats just voted against legislation to prevent the killing of newborn infant children The Democrat position on abortion is now so extreme that they don’t mind executing babies AFTER birth,2019-02-26,296.4566078762853
The Democrats should stop talking about what I should do with North Korea and ask themselves instead why they didn’t do “it” during eight years of the Obama Administration,2019-02-27,291.19283668455597
THANK YOU to our generous hosts in Hanoi this week President Trong Prime Minister Phuc and the wonderful people of Vietnam ,2019-02-28,238.01698860660312
Oh’ I see Now that the 2 year Russian Collusion case has fallen apart there was no Collusion except bye Crooked Hillary and the Democrats they say “gee I have an idea let’s look at Trump’s finances and every deal he has ever done Let’s follow discredited Michael Cohen,2019-03-01,499.21850118527414
Thank you marklevinshow,2019-03-02,64.43808435691132
We’ve got NASA “rocking” again Great activity and success Congrats to SPACEX and all,2019-03-03,183.83442847492776
President We are WINNING big the envy of the WORLD but just think what it could be,2019-03-04,165.7312894300085
“Crooked Hillary Clinton confirms she will not run in 2020 rules out a third bid for White House” Awshucks does that mean I won’t get to run against her again She will be sorely missed,2019-03-05,363.04863379066387
Senate Republicans are not voting on constitutionality or precedent they are voting on desperately needed Border Security amp the Wall Our Country is being invaded with Drugs Human Traffickers amp Criminals of all shapes and sizes That’s what this vote is all about STAY UNITED,2019-03-06,450.4583587572298
Democrats just blocked FoxNews from holding a debate Good then I think I’ll do the same thing with the Fake News Networks and the Radical Left Democrats in the General Election debates,2019-03-07,319.98176276391285
I cannot believe the level of dishonesty in the media It is totally out of control but we are winning,2019-03-08,236.43768172064247
Border Patrol and Law Enforcement has apprehended captured large numbers of illegal immigrants at the Border They won’t be coming into the US The Wall is being built and will greatly help us in the future and now,2019-03-09,420.47512677314745
Despite the most hostile and corrupt media in the history of American politics the Trump Administration has accomplished more in its first two years than any other Administration Judges biggest Tax amp Regulation Cuts VA Choice Best Economy Lowest Unemployment amp much more,2019-03-10,377.23617281193157
Making Daylight Saving Time permanent is OK with me,2019-03-11,103.95637800387584
Airplanes are becoming far too complex to fly Pilots are no longer needed but rather computer scientists from MIT I see it all the time in many products Always seeking to go one unnecessary step further when often old and simpler is far better Split second decisions are,2019-03-12,463.8152492031797
I greatly appreciate Nancy Pelosi’s statement against impeachment but everyone must remember the minor fact that I never did anything wrong the Economy and Unemployment are the best ever Military and Vets are great  and many other successes How do you impeach,2019-03-13,444.04082710603905
I look forward to VETOING the just passed Democrat inspired Resolution which would OPEN BORDERS while increasing Crime Drugs and Trafficking in our Country I thank all of the Strong Republicans who voted to support Border Security and our desperately needed WALL,2019-03-14,413.61936301075286
My warmest sympathy and best wishes goes out to the people of New Zealand after the horrible massacre in the Mosques 49 innocent people have so senselessly died with so many more seriously injured The US stands by New Zealand for anything we can do God bless all,2019-03-15,532.7906745313875
This is a National Emergency,2019-03-16,63.61776915255052
What the Democrats have done in trying to steal a Presidential Election first at the “ballot box” and then after that failed with the “Insurance Policy” is the biggest Scandal in the history of our Country,2019-03-17,339.26886621319113
MAKE AMERICA GREAT AGAIN,2019-03-18,52.09762413115639
Amazingly CNN just released a poll at 71 saying that the economy is in the best shape since 2001 18 years WOW is CNN becoming a believer,2019-03-19,269.41973225991535
Really beautiful to see ,2019-03-20,52.652843842185014
After 52 years it is time for the United States to fully recognize Israel’s Sovereignty over the Golan Heights which is of critical strategic and security importance to the State of Israel and Regional Stability,2019-03-21,375.7865740688738
31 GDP FOR THE YEAR BEST NUMBER IN 14 YEARS,2019-03-22,108.48749500549806
Good Morning Have A Great Day,2019-03-24,83.61102950850393
Today it was my great honor to welcome Prime Minister Netanyahu of Israel back to the WhiteHouse where I signed a Presidential Proclamation recognizing Israel’s sovereignty over the Golan Heights Read more ,2019-03-25,353.345753600141
The Mainstream Media is under fire and being scorned all over the World as being corrupt and FAKE For two years they pushed the Russian Collusion Delusion when they always knew there was No Collusion They truly are the Enemy of the People and the Real Opposition Party,2019-03-26,541.8959107516556
“I think this is probably the most consequential media screwup of the last 25 to 50 years It is difficult to comprehend or overstate the damage that the media did to the Country to their own reputation or to the Constitution An absolute catastrophe” Sean Davis  TuckerCarlson,2019-03-27,473.81206835850713
Congressman Adam Schiff who spent two years knowingly and unlawfully lying and leaking should be forced to resign from Congress,2019-03-28,235.9784177451489
Massive overflow crowds in Grand Rapids Michigan tonight Thank you for joining us tonight MAGA ,2019-03-29,174.72328951498727
It would be so easy to fix our weak and very stupid Democrat inspired immigration laws In less than one hour and then a vote the problem would be solved But the Dems don’t care about the crime they don’t want any victory for Trump and the Republicans even if good for USA,2019-03-30,532.5629647968262
Everybody is asking how the phony and fraudulent investigation of the No Collusion No Obstruction Trump Campaign began We need to know for future generations to understand This Hoax should never be allowed to happen to another President or Administration again,2019-03-31,393.714429859862
Can you believe that the Radical Left Democrats want to do our new and very important Census Report without the all important Citizenship Question Report would be meaningless and a waste of the Billions ridiculous that it costs to put together,2019-04-01,361.2035084035278
“I haven’t seen any Democrats down here at the Border working with us or asking to speak to any of us They have an open invitation We are getting overrun our facilities are overcapacity We are at an emergency crisis” Art Del Cueto National Border Patrol Council,2019-04-02,448.1550337342425
Congress must get together and immediately eliminate the loopholes at the Border If no action Border or large sections of Border will close This is a National Emergency,2019-04-03,282.7016139690873
WELCOME BACK JOE ,2019-04-04,46.464787668091795
The press is doing everything within their power to fight the magnificence of the phrase MAKE AMERICA GREAT AGAIN They can’t stand the fact that this Administration has done more than virtually any other Administration in its first 2yrs They are truly the ENEMY OF THE PEOPLE,2019-04-05,487.4303874933172
Why should I be defending a fraudulent Russian Witch Hunt It’s about time the perpetrators of this fraud on me and the American People start defending their dishonest and treasonous acts How and why did this terrible event begin Never Forget,2019-04-06,443.00887450202566
Looks like Bob Mueller’s team of 13 Trump Haters amp Angry Democrats are illegally leaking information to the press while the Fake News Media make up their own stories with or without sources  sources no longer matter to our corrupt amp dishonest Mainstream Media they are a Joke,2019-04-07,462.08660403410005
The Democrats will never be satisfied no matter what they get how much they get or how many pages they get It will never end but that’s the way life goes,2019-04-08,323.9900408716353
THANK YOU WORKING HARD ,2019-04-09,55.504172036174175
So it has now been determined by 18 people that truly hate President Trump that there was No Collusion with Russia In fact it was an illegal investigation that should never have been allowed to start I fought back hard against this Phony amp Treasonous Hoax,2019-04-10,451.13160047022734
Great news MAGA ,2019-04-11,47.9961346547416
WE WILL NEVER FORGET ,2019-04-12,54.02095212725399
If the Radical Left Democrats all of a sudden don’t want the Illegal Migrants in their Sanctuary Cities no more open arms why should others be expected to take them into their communities Go home and come into our Country legally and through a system of Merit,2019-04-13,444.4536884700534
Congratulations to TigerWoods a truly Great Champion,2019-04-14,89.54800603518855
God bless the people of France,2019-04-15,79.85857295941254
No Collusion  No Obstruction,2019-04-16,58.05970458315702
I believe it will be Crazy Bernie Sanders vs Sleepy Joe Biden as the two finalists to run against maybe the best Economy in the history of our Country and MANY other great things I look forward to facing whoever it may be May God Rest Their Soul,2019-04-17,459.381835727174
As I have been saying all along NO COLLUSION  NO OBSTRUCTION ,2019-04-18,120.0987603445331
big fat waste of time energy and money  30000000 to be exact It is now finally time to turn the tables and bring justice to some very sick and dangerous people who have committed very serious crimes perhaps even Spying or Treason This should never happen again,2019-04-19,515.5660907978461
If MittRomney spent the same energy fighting Barack Obama as he does fighting Donald Trump he could have won the race maybe ,2019-04-20,238.66511772854918
How do you impeach a Republican President for a crime that was committed by the Democrats MAKE AMERICA GREAT AGAIN,2019-04-21,211.3905518932143
Congratulations ,2019-04-22,28.551547875397763
KEEP AMERICA GREAT,2019-04-23,42.50580621446224
Mexico’s Soldiers recently pulled guns on our National Guard Soldiers probably as a diversionary tactic for drug smugglers on the Border Better not happen again We are now sending ARMED SOLDIERS to the Border Mexico is not doing nearly enough in apprehending amp returning,2019-04-24,486.06780453816793
Welcome to the race Sleepy Joe I only hope you have the intelligence long in doubt to wage a successful primary campaign It will be nasty  you will be dealing with people who truly have some very sick amp demented ideas But if you make it I will see you at the Starting Gate,2019-04-25,493.8480358736617
“President Donald J Trump is the greatest hostage negotiator that I know of in the history of the United States 20 hostages many in impossible circumstances have been released in last two years No money was paid” Cheif Hostage Negotiator USA,2019-04-26,430.58696102023816
Congratulations to Nick Bosa on being picked number two in the NFL Draft You will be a great player for years to come maybe one of the best Big Talent San Francisco will embrace you but most importantly always stay true to yourself MAKE AMERICA GREAT AGAIN,2019-04-27,501.00977524929755
Thank you to brilliant and highly respected attorney Alan Dershowitz for destroying the very dumb legal argument of “Judge” Andrew Napolitano,2019-04-28,240.06482123754876
The Media Fake News is pushing Sleepy Joe hard Funny I’m only here because of Biden amp Obama They didn’t do the job and now you have Trump who is getting it done  big time,2019-04-29,367.81649915078947
I am monitoring the situation in Venezuela very closely The United States stands with the People of Venezuela and their Freedom,2019-04-30,226.6071867984938
Why didn’t President Obama do something about Russia in September before November Election when told by the FBI He did NOTHING and had no intention of doing anything,2019-05-01,277.05819392658606
On this day of prayer we once again place our hopes in the hands of our Creator We give thanks for this wondrous land of liberty amp we pray that THIS nation – OUR home – these United States – will forever be strengthened by the Goodness and the Grace amp the eternal GLORY OF GOD ,2019-05-02,520.5252760748953
I am continuing to monitor the censorship of AMERICAN CITIZENS on social media platforms This is the United States of America — and we have what’s known as FREEDOM OF SPEECH We are monitoring and watching closely,2019-05-03,363.885211868553
How can it be possible that James Woods and many others a strong but responsible Conservative Voice is banned from Twitter Social Media amp Fake News Media together with their partner the Democrat Party have no idea the problems they are causing for themselves VERY UNFAIR,2019-05-04,446.07272179841004
For 10 months China has been paying Tariffs to the USA of 25 on 50 Billion Dollars of High Tech and 10 on 200 Billion Dollars of other goods These payments are partially responsible for our great economic results The 10 will go up to 25 on Friday 325 Billions Dollars,2019-05-05,467.2733074959944
Once again Israel faces a barrage of deadly rocket attacks by terrorist groups Hamas and Islamic Jihad We support Israel 100 in its defense of its citizens,2019-05-06,266.8683523958475
Congratulations TigerWoods  you are truly one of a kind ,2019-05-07,109.779005942131
Big announcement today Drug companies have to come clean about their prices in TV ads Historic transparency for American patients is here If drug companies are ashamed of those prices—lower them,2019-05-08,297.2076099272937
MAKE AMERICA GREAT AGAIN ,2019-05-09,52.09762413115639
Your all time favorite President got tired of waiting for China to help out and start buying from our FARMERS the greatest anywhere in the World,2019-05-10,271.8714780498169
Such an easy way to avoid Tariffs Make or produce your goods and products in the good old USA It’s very simple,2019-05-11,238.31379988494294
Think of it I became President of the United States in one of the most hard fought and consequential elections in the history of our great nation From long before I ever took office I was under a sick amp unlawful investigation concerning what has become known as the Russian,2019-05-12,454.6367749156137
Democrat Rep Tlaib is being slammed for her horrible and highly insensitive statement on the Holocaust She obviously has tremendous hatred of Israel and the Jewish people Can you imagine what would happen if I ever said what she said and says,2019-05-13,419.1131678174678
Today marks the oneyear anniversary of the opening of the United States Embassy in Jerusalem Israel Our beautiful embassy stands as a proud reminder of our strong relationship with Israel and of the importance of keeping a promise and standing for the truth,2019-05-14,425.4092318314914
Thank you Joe and remember the BRAIN is much sharper also ,2019-05-15,125.96919358945482
The Dems are getting another beauty to join their group Bill de Blasio of NYC considered the worst mayor in the US will supposedly be making an announcement for president today He is a JOKE but if you like high taxes amp crime he’s your man NYC HATES HIM,2019-05-16,481.69092282281935
MAKE AMERICA GREAT AGAIN,2019-05-17,52.09762413115639
Courts amp Dems in Congress neither of which have a clue are trying to FORCE migrants into our Country OUR COUNTRY IS FULL OUR DETENTION CENTERS HOSPITALS amp SCHOOLS ARE PACKED Crazy,2019-05-18,306.4523022733862
If Iran wants to fight that will be the official end of Iran Never threaten the United States again,2019-05-19,209.10929815453437
Looks like Bernie Sanders is history Sleepy Joe Biden is pulling ahead and think about it I’m only here because of Sleepy Joe and the man who took him off the 1 trash heap President O China wants Sleepy Joe BADLY,2019-05-20,387.40796059356194
I am very disappointed that Mexico is doing virtually nothing to stop illegal immigrants from coming to our Southern Border where everyone knows that because of the Democrats our Immigration Laws are totally flawed amp broken,2019-05-21,320.1974905384436
So sad that Nancy Pelosi and Chuck Schumer will never be able to see or understand the great promise of our Country They can continue the Witch Hunt which has already cost 40M and been a tremendous waste of time and energy for everyone in America or get back to work,2019-05-22,514.2939345898857
Congratulations to Prime Minister NarendraModi and his BJP party on their BIG election victory Great things are in store for the USIndia partnership with the return of PM Modi at the helm I look forward to continuing our important work together,2019-05-23,458.3824795488789
Just spoke to Prime Minister NarendraModi where I congratulated him on his big political victory He is a great man and leader for the people of India  they are lucky to have him,2019-05-24,389.76745745353423
In addition to great incompetence and corruption The Smollett case in Chicago is also about a Hate Crime Remember “MAGA COUNTRY DID IT” That turned out to be a total lie had nothing to do with “MAGA COUNTRY” Serious stuff and not even an apology to millions of people,2019-05-25,516.1877699052483
Thank you JPNPMO AbeShinzo POTUSinJapan🇺🇸🇯🇵 ,2019-05-26,166.63949775008507
Anyone associated with the 1994 Crime Bill will not have a chance of being elected In particular African Americans will not be able to vote for you I on the other hand was responsible for Criminal Justice Reform which had tremendous support amp helped fix the bad 1994 Bill,2019-05-27,460.0309479405313
GOD BLESS THE USA🇺🇸 ,2019-05-28,71.45927090409243
THANK YOU JAPAN🇺🇸🇯🇵 ,2019-05-29,95.72875203010206
How do you impeach a Republican President for a crime that was committed by the Democrats WITCHHUNT,2019-05-30,197.27272906458649
As we celebrate LGBT Pride Month and recognize the outstanding contributions LGBT people have made to our great Nation let us also stand in solidarity with the many LGBT people who live in dozens of countries worldwide that punish imprison or even execute individuals,2019-05-31,455.77197084649544
When you are the “Piggy Bank” Nation that foreign countries have been robbing and deceiving for years the word TARIFF is a beautiful word indeed Others must treat the United States fairly and with respect  We are no longer the “fools” of the past,2019-06-01,436.12837078198464
People have been saying for years that we should talk to Mexico The problem is that Mexico is an “abuser” of the United States taking but never giving It has been this way for decades Either they stop the invasion of our Country by Drug Dealers Cartels Human Traffickers,2019-06-02,506.5739196317623
SadiqKhan who by all accounts has done a terrible job as Mayor of London has been foolishly “nasty” to the visiting President of the United States by far the most important ally of the United Kingdom He is a stone cold loser who should focus on crime in London not me,2019-06-03,498.84571906655174
Just had a big victory in Federal Court over the Democrats in the House on the desperately needed Border Wall A big step in the right direction Wall is under construction,2019-06-04,299.9550545167887
Washed up psycho BetteMidler was forced to apologize for a statement she attributed to me that turned out to be totally fabricated by her in order to make “your great president” look really bad She got caught just like the Fake News Media gets caught A sick scammer,2019-06-05,467.7579474872187
A big and beautiful day today,2019-06-06,71.30710318857898
Nervous Nancy Pelosi is a disgrace to herself and her family for having made such a disgusting statement especially since I was with foreign leaders overseas There is no evidence for such a thing to have been said Nervous Nancy amp Dems are getting Zero work done in Congress,2019-06-07,448.6370544750211
I am pleased to inform you that The United States of America has reached a signed agreement with Mexico The Tariffs scheduled to be implemented by the US on Monday against Mexico are hereby indefinitely suspended Mexico in turn has agreed to take strong measures to,2019-06-08,483.2024413821272
Twitter should let the banned Conservative Voices back onto their platform without restriction It’s called Freedom of Speech remember You are making a Giant Mistake,2019-06-09,241.42071500340896
Despite the Phony Witch Hunt we will continue to MAKE AMERICA GREAT AGAIN Thank you ,2019-06-10,173.67301745975325
PRESIDENTIAL HARASSMENT,2019-06-11,34.36039618139572
“Someone should call Obama up The Obama Administration spied on a rival presidential campaign using Federal Agencies I mean that seems like a headline to me” TuckerCarlson  It will all start coming out and the Witch Hunt will end Presidential Harassment,2019-06-12,385.3157870650051
After 3 12 years our wonderful Sarah Huckabee Sanders will be leaving the White House at the end of the month and going home to the Great State of Arkansas,2019-06-13,327.1873320538294
The dishonest media will NEVER keep us from accomplishing our objectives on behalf of our GREAT AMERICAN PEOPLE MAGA ,2019-06-14,218.97329002583572
LONDON needs a new mayor ASAP Khan is a disaster  will only get worse ,2019-06-15,141.61285424245537
Happy Father’s Day to all including my worst and most vicious critics of which there are fewer and fewer This is a FANTASTIC time to be an American KEEP AMERICA GREAT,2019-06-16,313.2693105874712
Big Rally tomorrow night in Orlando Florida looks to be setting records We are building large movie screens outside to take care of everybody Over 100000 requests Our Country is doing great far beyond what the haters amp losers thought possible  and it will only get better,2019-06-17,459.4436924929226
Next week ICE will begin the process of removing the millions of illegal aliens who have illicitly found their way into the United States They will be removed as fast as they come in Mexico using their strong immigration laws is doing a very good job of stopping people,2019-06-18,496.55666508497677
Don’t ever forget  this election is about YOU It is about YOUR family YOUR future amp the fate of YOUR COUNTRY We begin our campaign with the best record the best results the best agenda amp the only positive VISION for our Country’s future Trump2020 ,2019-06-19,432.45340635958854
Iran made a very big mistake,2019-06-20,86.98246115433902
President Obama made a desperate and terrible deal with Iran  Gave them 150 Billion Dollars plus I8 Billion Dollars in CASH Iran was in big trouble and he bailed them out Gave them a free path to Nuclear Weapons and SOON Instead of saying thank you Iran yelled,2019-06-21,490.7466746512605
When people come into our Country illegally they will be DEPORTED,2019-06-22,113.5264000948586
When our Country had no debt and built everything from Highways to the Military with CASH we had a big system of Tariffs Now we allow other countries to steal our wealth treasure and jobs  But no more The USA is doing great with unlimited upside into the future,2019-06-23,472.6957364660643
China gets 91 of its Oil from the Straight Japan 62 amp many other countries likewise So why are we protecting the shipping lanes for other countries many years for zero compensation All of these countries should be protecting their own ships on what has always been,2019-06-24,436.4887998149348
Iran leadership doesn’t understand the words “nice” or “compassion” they never have Sadly the thing they do understand is Strength and Power and the USA is by far the most powerful Military Force in the world with 15 Trillion Dollars invested over the last two years alone,2019-06-25,447.8429692531923
invited Megan or the team but I am now inviting the TEAM win or lose Megan should never disrespect our Country the White House or our Flag especially since so much has been done for her amp the team Be proud of the Flag that you wear The USA is doing GREAT,2019-06-26,550.9259579193512
BORING,2019-06-27,28.121103498635545
All Democrats just raised their hands for giving millions of illegal aliens unlimited healthcare How about taking care of American Citizens first That’s the end of that race,2019-06-28,291.8675506057663
Thank you G20OsakaSummit ,2019-06-29,81.14161032402868
Leaving South Korea after a wonderful meeting with Chairman Kim Jong Un Stood on the soil of North Korea an important statement for all and a great honor,2019-06-30,259.54354376645625
So many amazing things happened over the last three days All or at least most of those things are great for the United States Much was accomplished,2019-07-01,281.5144326573193
Thanks to “Phantom Fireworks” and “Fireworks by Grucci for their generosity in donating the biggest fireworks show Washington DC has ever seen CEOs Bruce Zoldan and Phil Grucci are helping to make this the greatest 4th of July celebration in our Nations history,2019-07-02,433.4422288484717
If Illegal Immigrants are unhappy with the conditions in the quickly built or refitted detentions centers just tell them not to come All problems solved,2019-07-03,259.6473025866622
HAPPY 4TH OF JULY,2019-07-04,53.41100064926477
A great crowd of tremendous Patriots this evening all the way back to the Washington Monument SaluteToAmerica🇺🇸 ,2019-07-05,208.51803864746245
Joe Biden is a reclamation project Some things are just not salvageable China and other countries that ripped us off for years are begging for him He deserted our military our law enforcement and our healthcare Added more debt than all other Presidents combined Won’t win,2019-07-06,487.7042446249486
Congratulations to the US Women’s Soccer Team on winning the World Cup Great and exciting play America is proud of you all,2019-07-07,252.52083534944606
I have been very critical about the way the UK and Prime Minister Theresa May handled Brexit What a mess she and her representatives have created I told her how it should be done but she decided to go another way I do not know the Ambassador but he is not liked or well,2019-07-08,529.0887957169842
